text;ref;nbg;datei;autor;subjekt;subjekt_type;kommentar_1;q_subjekt;subjekt_ref;prädikat;p_wert;p_ref;objekt;objekt_type;q_objekt;objekt_ref;zeit;q_zeit;kommentar_2;reihenfolge;lat;lon
"Hier ward mein jüngster Bruder Jmmanuel Benjamin geboren; sein schöpfer nahm ihn aber bald wieder zu sich.";https://collections-mun-ca/digital/collection/nachrichten/id/19859/rec/104;NBG 1836;1836_Küster_Johann_Adolph-xml;Johann Adolph Küster;Immanuel Benjamin Küster;person;;Q135294870;https://www-wikidata-org/wiki/Q135294870;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Torgau;location;Q12062;https://www-wikidata-org/wiki/Q12062;;;;05-004;51.560277777;13.005555555
Lebenslauf des am 27 December 1833 in Neudietendorf selig entschlafenen verheiratheten Bruders Johann Adolph Küster.;https://collections-mun-ca/digital/collection/nachrichten/id/19859/rec/104;NBG 1836;1836_Küster_Johann_Adolph-xml;Johann Adolph Küster;Johann Adolph Küster;person;;Q122707229;https://www-wikidata-org/wiki/Q122707229;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Neudietendorf;location;Q801238;https://www-wikidata-org/wiki/Q801238;27-12-1833;P585;;05-001;50.914227604;10.910560328
Lebenslauf der verheirateten schwester Agnes Lemmerz, gebornen Jenk, heimgegangen den 11 Februar 1851 in Kleinwelke.;https://collections-mun-ca/digital/collection/nachrichten/id/73097/rec/197;NBG 1862;1862_Lemmerz_A-xml;Agnes Lemmerz;Agnes Lemmerz;person;;Q115005136;https://www-wikidata-org/wiki/Q115005136;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Kleinwelka/Mały Wjelkow ;location;Q159916;https://www-wikidata-org/wiki/Q159916;11-02-1851;P585;;10-001;51.21079;14.3946
Lebenslauf des verwitweten Bruders Johannes Lemmerz , heimgegangen in Kleinwelke den 6 Mai 1855 .;https://collections-mun-ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J-xml;Johannes Lemmerz;Johannes Friedrich Lemmerz;person;;Q123420358;https://www-wikidata-org/wiki/Q123420358;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Kleinwelka/Mały Wjelkow ;location;Q159916;https://www-wikidata-org/wiki/Q159916;06-05-1855;P585;;02-001;51.21079;14.3946
Lebenslauf des verheiratheten Bruders Johann Heinrich schmitt heimgegangen in Ebersdorf den 1.Januar 1847.;https://collections-mun-ca/digital/collection/nachrichten/id/43965/rec/171;NBG 1847;1847_schmitt_J_H 11-08-18-xml;Johann Heinrich schmitt;Johann Heinrich Schmitt;person;;Q123456921;https://www-wikidata-org/wiki/Q123456921;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Ebersdorf;location;Q1069495;https://www-wikidata-org/wiki/Q1069495;01-01-1847;P585;;04-001;50.8783;12.9756
Lebenslauf der am 29. December. 1860 in Kleinwelke selig entschlafenen verwitweten“ schwester Juliane Barbara schultz, geb. Mackh.;https://collections-mun-ca/digital/collection/nachrichten/id/73619/rec/197;NBG 1862;1862_schulz_J_B-xml;Juliana Barbara Schulz (Mackh);Juliana Barbara Schulz;person;;Q124744576;https://www-wikidata-org/wiki/Q124744576;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Kleinwelka/Mały Wjelkow ;location;Q159916;https://www-wikidata-org/wiki/Q159916;29-12-1860;P585;;08-001;51.21079;14.3946
Lebenslauf des am 25sten Februar 1819 in Niesky heimgegangenen verwitweten Bruders Johann Gottfried schulz.;https://collections-mun-ca/digital/collection/nachrichten/id/23017/rec/11;NBG 1820;1820_schulz_Johann_Gottlieb-xml;Johann Gottfried schulz;Johann Gottfried Schulz;person;;Q130902239;https://www-wikidata-org/wiki/Q130902239;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Niesky;location;Q165160;https://www-wikidata-org/wiki/Q165160;25-02-1819;P585;;03-001;51.289722222;14.83
Lebenslauf des verheiratheten Bruders Johann Jürgen Friedrich stein, heimgegangen in Herrnhut den 27 Juli 1853.;https://collections-mun-ca/digital/collection/nachrichten/id/64736/rec/190;NBG 1855;1855_stein_J_J_F-xml;Johann Jürgen Friedrich stein;Johann Jürgen Friedrich Stein;person;;Q123456933;https://www-wikidata-org/wiki/Q123456933;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Herrnhut;location;Q165140;https://www-wikidata-org/wiki/Q165140;27-07-1853;P585;;17-001;51.016666666;14.741666666
Lebenslauf der am 17 Juli 1884 in Herrnhut selig entschlasenen verwitweten schwester sophie Ernestine suhl geborenen Krüger.;https://collections-mun-ca/digital/collection/nachrichten/id/21031/rec/219;NBG 1884;1884_stuhl_s_E-xml;Sophie Ernestina Suhl;Sophie Ernestina Suhl;person;;Q123495084;https://www-wikidata-org/wiki/Q123495084;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Herrnhut;location;Q165140;https://www-wikidata-org/wiki/Q165140;17-07-1884;P585;;14-001;51.016666666;14.741666666
Lebenslauf des am 30 April 1858 in Gnadenthal selig entschhlafenen Bruders Daniel Wilhelm suhl.;https://collections-mun-ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W-xml;Daniel Wilhelm suhl;Daniel Wilhelm Suhl;person;;Q123456940;https://www-wikidata-org/wiki/Q123456940;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Gnadenthal;location;Q1501295;https://www-wikidata-org/wiki/Q1501295;30-04-1858;P585;;16-001;-34.033333333;19.55
Lebenslauf des am 14 Juni 1882 in Herrnhut selig entschlafenen verheirateten Bruders Johann Friedrich Wedemann.;https://collections-mun-ca/digital/collection/nachrichten/id/2397/rec/224;NBG 1889;1889_Wedemann_J_F-xml;Johann Friedrich Wedemann;Johann Friedrich Wedemann;person;;Q123463682;https://www-wikidata-org/wiki/Q123463682;Sterbeort;P20;https://www-wikidata-org/wiki/Property:P20;Herrnhut;location;Q165140;https://www-wikidata-org/wiki/Q165140;14-06-1882;P585;;11-001;51.016666666;14.741666666
Ich bin am 29 september 1808 in Gnadenthal auf dem Vorgebirge der guten Hoffnung geboren, wo meine Eltern, Johann Gottlieb Bonaß, gebürtig aus Tangermünde, und Johanna Dorothea geb. Koch aus spree bei Niesky, dem Heiland unter den Hottentotten und Freischwarzen dienten.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Johann Gottlieb Bonatz;person;;Q115345946;https://www-wikidata-org/wiki/Q115345946;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Adolph Bonatz;person;Q123396429;https://www-wikidata-org/wiki/Q123396429;;;;01-002;;
"Altern Anschein nach hatte dasselbe auch eine übfe Wirkung auf meine Geschwister ; denn noch in derselben Nacht gegen Morgen ging mein Bruder Heinrich heim und zu Mittag um 12 Uhr folgte ihm meine ältere schwester Marianne in die ewige Heimat nach.";https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Johann Gottlieb Bonatz;person;;Q115345946;https://www-wikidata-org/wiki/Q115345946;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Heinrich Bonatz;person;Q135317247;https://www-wikidata-org/wiki/Q135317247;;;;01-011;;
"Altern Anschein nach hatte dasselbe auch eine übfe Wirkung auf meine Geschwister ; denn noch in derselben Nacht gegen Morgen ging mein Bruder Heinrich heim und zu Mittag um 12 Uhr folgte ihm meine ältere schwester Marianne in die ewige Heimat nach.";https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Johann Gottlieb Bonatz;person;;Q115345946;https://www-wikidata-org/wiki/Q115345946;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Marianne Bonatz;person;Q135317408;https://www-wikidata-org/wiki/Q135317408;;;;01-011;;
Er brachte mehrere Kinder andrer Missionare und meine einzige schwester Justine mit, welche alle in Kleinwelke in die Missionsanstalten abgegeben wurden.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Johann Gottlieb Bonatz;person;;Q115345946;https://www-wikidata-org/wiki/Q115345946;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Justine Bonatz;person;Q135295145;https://www-wikidata-org/wiki/Q135295145;;;;01-040;;
Am 9 Februar 1817 wurden wir durch die Geburt eines söhnleins erfreut, und in der Folge schenkte uns der Herr noch zwei Töchter.;https://collections-mun-ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J-xml;Johannes Lemmerz;Johannes Friedrich Lemmerz;person;;Q123420358;https://www-wikidata-org/wiki/Q123420358;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Carl August Lemmerz;person;Q123420356;https://www-wikidata-org/wiki/Q123420356;09-02-1817;P585;;02-046;;
Am 9 Februar 1817 wurden wir durch die Geburt eines söhnleins erfreut, und in der Folge schenkte uns der Herr noch zwei Töchter.;https://collections-mun-ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J-xml;Johannes Lemmerz;Johannes Friedrich Lemmerz;person;;Q123420358;https://www-wikidata-org/wiki/Q123420358;Anzahl der Kinder;P1971;https://www-wikidata-org/wiki/Property:P22;zwei Töchter (Lemmerz);person;3;;;;;02-046;;
Mein Vater war Johann Christoph schulz Lehrer am dasigen Gymnasium und meine Mutter Christiane Dorothee Hellwig.;https://collections-mun-ca/digital/collection/nachrichten/id/23017/rec/11;NBG 1820;1820_schulz_Johann_Gottlieb-xml;Johann Gottfried schulz;Johann Christoph Schulz;person;;Q94807583;https://www-wikidata-org/wiki/Q94807583;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Johann Gottfried Schulz;person;Q130902239;https://www-wikidata-org/wiki/Q130902239;;;;03-003;;
Er war geboren den 4 september 1803 in Neuwied , wo fein Vater, Friedrich Ludwig Kölebing, Inspector der dortigen Knaben.Anstalt war.;https://collections-mun-ca/digital/collection/nachrichten/id/73981/rec/186;NBG 1851;1851_Kölbing_Friedrich-xml;Friedrich Wilhelm Kölbing;Friedrich Wilhelm Kölbing;person;;Q21517694;https://www-wikidata-org/wiki/Q21517694;Vater;P22;https://www-wikidata-org/wiki/Property:P22;Friedrich Ludwig Kölebing;person;Q135983675;https://www-wikidata-org/wiki/Q21517694;;;;07-004;;
"Dazu kam das Glück, an seinem Vetter einen ihm sehr nahverbundenen Collegen zu haben, und daß mehrere seiner schüler in wahrer Freundschaft sich ihm anschlossen; endlich auch das, daß nach funfjährigem Warten der Herr ihren stillen aber sehnlichen Wunsch erhörte und zur Vollendung ihres Glückes ihnen ihr erstgebornes söhnlein Paul den 21 October 1843 schenkte, dem dann später noch zwei andere söhne Wilhelm und Gerhard nachfelgten.";https://collections-mun-ca/digital/collection/nachrichten/id/73981/rec/186;NBG 1851;1851_Kölbing_Friedrich-xml;Friedrich Wilhelm Kölbing;Friedrich Wilhelm Kölbing;person;;Q21517694;https://www-wikidata-org/wiki/Q21517694;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Gerhard Kölbing;person;Q135317137;https://www-wikidata-org/wiki/Q135317137;;;;07-030;;
"Dazu kam das Glück, an seinem Vetter einen ihm sehr nahverbundenen Collegen zu haben, und daß mehrere seiner schüler in wahrer Freundschaft sich ihm anschlossen; endlich auch das, daß nach funfjährigem Warten der Herr ihren stillen aber sehnlichen Wunsch erhörte und zur Vollendung ihres Glückes ihnen ihr erstgebornes söhnlein Paul den 21 October 1843 schenkte, dem dann später noch zwei andere söhne Wilhelm und Gerhard nachfelgten.";https://collections-mun-ca/digital/collection/nachrichten/id/73981/rec/186;NBG 1851;1851_Kölbing_Friedrich-xml;Friedrich Wilhelm Kölbing;Friedrich Wilhelm Kölbing;person;;Q21517694;https://www-wikidata-org/wiki/Q21517694;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Paul Kölbing;person;Q135317515;https://www-wikidata-org/wiki/Q135317515;;;;07-030;;
"Dazu kam das Glück, an seinem Vetter einen ihm sehr nahverbundenen Collegen zu haben, und daß mehrere seiner schüler in wahrer Freundschaft sich ihm anschlossen; endlich auch das, daß nach funfjährigem Warten der Herr ihren stillen aber sehnlichen Wunsch erhörte und zur Vollendung ihres Glückes ihnen ihr erstgebornes söhnlein Paul den 21 October 1843 schenkte, dem dann später noch zwei andere söhne Wilhelm und Gerhard nachfelgten.";https://collections-mun-ca/digital/collection/nachrichten/id/73981/rec/186;NBG 1851;1851_Kölbing_Friedrich-xml;Friedrich Wilhelm Kölbing;Friedrich Wilhelm Kölbing;person;;Q21517694;https://www-wikidata-org/wiki/Q21517694;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Wilhelm Kölbing;person;Q94854997;https://www-wikidata-org/wiki/Q94854997;;;;07-030;;
Mein Vater, Matthäus Johann Mackh, und meine Mutter, Walburga geb. Dörner, übergaben mich bald nach meiner Geburt in der heil. Taufe meinem schöpfer und Erlöser zum ewigen Eigenthum.;https://collections-mun-ca/digital/collection/nachrichten/id/73619/rec/197;NBG 1862;1862_schulz_J_B-xml;Juliane Barbara Schultz (Mackh);Matthäus Johann Mackh;person;;Q135314390;https://www-wikidata-org/wiki/Q135314390;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Juliane Barbara Schultz (Mackh);person;Q124744576;https://www-wikidata-org/wiki/Q124744576;;;;08-003;;
Am 10. November 1825 wurden wir durch die Geburt einer Tochter erfreut, die wir in der Taufe dem Herrn zum ewigen Eigenthum weihten.;https://collections-mun-ca/digital/collection/nachrichten/id/73619/rec/197;NBG 1862;1862_schulz_J_B-xml;Juliane Barbara schulz (Mackh);Johann Gottfried Schulz;person;;Q130902239;https://www-wikidata-org/wiki/Q130902239;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Amalie Schulz;person;Q135314907;https://www-wikidata-org/wiki/Q135314907;10-11-1825;P585;;08-051;;
Am 24 August schenkte uns der Herr unser erstes Töchterchen.;https://collections-mun-ca/digital/collection/nachrichten/id/2397/rec/224;NBG 1889;1889_Wedemann_J_F-xml;Johann Friedrich Wedemann;Johann Friedrich Wedemann;person;;Q123463682;https://www-wikidata-org/wiki/Q123463682;Anzahl der Kinder;P1971;https://www-wikidata-org/wiki/Property:P22;1- Töchterchen (Wedemann);person;2;;;P585;;11-039;;
Während unsers 11 jährigen Wohnens ın det Gehülfenschule durften wir uns der Guburt von 3 Töchtern erfreuen.;https://collections-mun-ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R-xml;Cart Rudolph Kölbing;Cart Rudolph Kölbing;person;;Q55853813;https://www-wikidata-org/wiki/Q55853813;Anzahl der Kinder;P1971;https://www-wikidata-org/wiki/Property:P22;3 Töchtern (Kölbing);person;3;;;;;13-035;;
"Im März 1855 schenkte uns der Herr das erste söhnlein; diesem folgie noch ein Töchterchen, und im December 1859 wurden wir durch die Geburt eines zweiten söhnchens erfreut.";https://collections-mun-ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R-xml;Cart Rudolph Kölbing;Cart Rudolph Kölbing;person;;Q55853813;https://www-wikidata-org/wiki/Q55853813;Anzahl der Kinder;P1971;https://www-wikidata-org/wiki/Property:P22;1- söhnlein (Kölbing);person;4;;;P585;;13-036;;
In Bethanien auf st.Jan in Westindien, wo meine Eltern: Ernst Krüger und Marie geb. Thorsen im Missionsdienst standen, wurde ich am 9 Mai 1817 geboren und einige Tage darauf in der heiligen Taufe dem Heiland zum ewigen Eigentum übergeben.;https://collections-mun-ca/digital/collection/nachrichten/id/21031/rec/219;NBG 1884;1884_stuhl_s_E-xml;Sophie Ernestine Suhl;Ernst Krüger;person;;Q135294835;https://www-wikidata-org/wiki/Q135294835;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Sophie Ernestina Suhl;person;Q123495084;https://www-wikidata-org/wiki/Q123495084;17-07-1817;P585;;14-002;;
"Am 6. August 1826 wurde unser erster sohn Carl Julius, am 11. November 1828 unser zweiter, John William und am 24. Juni 1830 unser dritter, Francis William geboren; Letztere gingen im noch nicht vollendeten ersten Lebensjahr heim.";https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Johann Christian Breutel;person;;Q21415674;https://www-wikidata-org/wiki/Q21415674;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Carl Julius Breutel;person;Q135294676;https://www-wikidata-org/wiki/Q135294676;06-08-1826;P585;;15-044;;
"Am 6. August 1826 wurde unser erster sohn Carl Julius, am 11. November 1828 unser zweiter, John William und am 24. Juni 1830 unser dritter, Francis William geboren; Letztere gingen im noch nicht vollendeten ersten Lebensjahr heim.";https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Johann Christian Breutel;person;;Q21415674;https://www-wikidata-org/wiki/Q21415674;kind;P40;https://www-wikidata-org/wiki/Property:P22;Francis William Breutel;person;Q135294861;https://www-wikidata-org/wiki/Q135294861;24-06-1830;P585;;15-044;;
"Am 6. August 1826 wurde unser erster sohn Carl Julius, am 11. November 1828 unser zweiter, John William und am 24. Juni 1830 unser dritter, Francis William geboren; Letztere gingen im noch nicht vollendeten ersten Lebensjahr heim.";https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Johann Christian Breutel;person;;Q21415674;https://www-wikidata-org/wiki/Q21415674;Kind;P40;https://www-wikidata-org/wiki/Property:P22;John William Breutel;person;Q135314033;https://www-wikidata-org/wiki/Q135314033;11-11-1828;P585;;15-044;;
Nach einer Abwesenheit von 15 Wochen hatte ich die Freude, meine l. Frau, unsern Julius und unsern kleinen Emil, den uns der Herr am 17. Mai 1833 geschenkt hatte, wieder meine Arme schließen zu können.;https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Johann Christian Breutel;person;;Q21415674;https://www-wikidata-org/wiki/Q21415674;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Emil Breutel;person;Q135294826;https://www-wikidata-org/wiki/Q135294826;17-05-1833;P585;;15-062;;
Unsre kleine Marie, geboren . den 24. Nov. 1835, nahmen unsere lieben v. Heynitzens in treue Pflege, Emil brachten wir in die Unit.⸗Anstalt nach Nisky, wo sich unser Julius bereits befand.;https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Johann Christian Breutel;person;;Q21415674;https://www-wikidata-org/wiki/Q21415674;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Marie Breutel;person;Q135313974;https://www-wikidata-org/wiki/Q135313974;24-11-1835;P585;;15-067;;
sie wurden am 16 Mai 1848 durch die Geburt ihrer ersten Tochter Maria Auguste erfreut, dann über folgten mancherlei schwere Erfahrungen durch Kränklichkeit und besonders, da der Herr 6 Kindlein fogleih bei ihrer Geburt in sein himmlisches Reich versehte.;https://collections-mun-ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W-xml;Daniel Wilhelm suhl;Daniel Wilhelm Suhl;person;;Q123456940;https://www-wikidata-org/wiki/Q123456940;Kind;P40;https://www-wikidata-org/wiki/Property:P22;Maria Auguste Suhl;person;Q135314873;https://www-wikidata-org/wiki/Q135314873;16-05-1848;P585;;16-043;;
Unsre Ehe war wit 7 Kindern gesegnet, die als noch am Leben sind.;https://collections-mun-ca/digital/collection/nachrichten/id/64736/rec/190;NBG 1855;1855_stein_J_J_F-xml;Johann Jürgen Friedrich stein;Johann Jürgen Friedrich Stein;person;;Q123456933;https://www-wikidata-org/wiki/Q123456933;Anzahl der kinder;P1971;https://www-wikidata-org/wiki/Property:P22;7 Kindern;person;7;;;;;17-042;;
